Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
125102205739620,Juan,Karina,23-03-2001,+11657015876,Karina.Juan@gmail.com,984215,3847749,337319.1
283121951409435,Ietta,Ninnetta,04-03-1962,+49610973505,Ninnetta.Ietta@gmail.com,416888,4720248,595575.7
155101593773347,Libna,Dorene,01-11-1914,0754284962,Dorene.Libna@gmail.com,452269,6217501,888875.8
186031899790113,Bonucci,Andeee,05-10-1984,+60883720927,Andeee.Bonucci@gmail.com,203248,7111315,711456.1
171089471176325,Ardra,Sharai,21-01-1988,0473990715,Sharai.Ardra@gmail.com,163696,9795204,278616.6
282020730928689,Bach,Melodie,16-05-1976,0581178413,Melodie.Bach@gmail.com,905821,8348216,906686.3
293041833142889,Ehrman,Sashenka,01-08-1900,0812583796,Sashenka.Ehrman@gmail.com,236607,2754606,469407
203029941900905,Alexandr,Emma,05-03-1978,0750343151,Emma.Alexandr@gmail.com,312598,4250634,648311.3
172048656694738,Schwejda,Cherilyn,10-09-1909,+47756779909,Cherilyn.Schwejda@gmail.com,328054,5965371,873011.4
135086991921077,Magnolia,Florie,01-05-1946,0227773717,Florie.Magnolia@gmail.com,125190,2136247,960079.6
252118223693593,Fennessy,Angelique,05-05-1933,0897547783,Angelique.Fennessy@gmail.com,855122,5853234,377433.6
257052298294838,Johanna,Carlie,18-03-1956,+42658609975,Carlie.Johanna@gmail.com,474681,3807030,756590.8
104125509231004,Gabrielli,Mara,20-10-1924,+21616045592,Mara.Gabrielli@gmail.com,293038,3064516,844665.6
248118126364542,Greenwald,Moyna,27-05-1905,+76799361920,Moyna.Greenwald@gmail.com,828014,5120065,942593.1
234045546725165,Remmer,Nelle,25-08-1907,+56415041861,Nelle.Remmer@gmail.com,511211,3329321,776396
190124730697388,Revkah,Ashlee,09-10-1938,+70634666790,Ashlee.Revkah@gmail.com,228591,6624212,12578
206057912172485,Fosque,Tybie,21-11-1964,0368501304,Tybie.Fosque@gmail.com,568453,2234041,885906.5
143105846223485,Kamaria,Estell,12-04-1991,+81929664327,Estell.Kamaria@gmail.com,67247,5513210,333447.4
155043509099720,Elephus,Ana,16-02-1900,+26625681332,Ana.Elephus@gmail.com,390782,2931958,274005.4
223040804182168,Nisbet,Glenda,04-02-1977,0933259872,Glenda.Nisbet@gmail.com,25808,7278617,406718.5
146082901265672,Jacinda,Christy,10-07-1991,+91149364366,Christy.Jacinda@gmail.com,740350,9397245,203845
246113738097498,Chobot,Genevra,02-09-1907,+12482874768,Genevra.Chobot@gmail.com,409549,6530760,773697.6
