Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
124097998168085,Saree,Harmonia,21-05-1999,0128064754,Harmonia.Saree@gmail.com,662174,8931865,529150.5
283128239955661,Selway,Shell,21-04-1943,+70303595134,Shell.Selway@gmail.com,383141,7245123,14399.7
276115907228874,Brodench,Julieta,26-04-1947,0848413035,Julieta.Brodench@gmail.com,745581,6333887,418711.2
202108508971089,Wandie,Sissy,30-11-1967,+52609163579,Sissy.Wandie@gmail.com,292998,8930259,948382.1
184126994601047,Moseley,Sadie,22-07-2000,+99941420974,Sadie.Moseley@gmail.com,957160,5477569,789149.3
171125106570945,Fillbert,Dacia,30-03-1940,+63825768420,Dacia.Fillbert@gmail.com,401694,3717541,720007.5
213037619677366,Annice,Hettie,03-01-1975,0342894125,Hettie.Annice@gmail.com,632803,3814426,428996
110028372054260,Croix,Robbi,16-12-1965,0312893814,Robbi.Croix@gmail.com,692041,9653121,807762.9
255112708984336,Ailyn,Edith,17-03-1985,+67681574994,Edith.Ailyn@gmail.com,653064,9996681,110164
108095008885629,Emerson,Cam,09-10-1911,0863052855,Cam.Emerson@gmail.com,674880,6166920,470602.5
239094949694057,Kiyoshi,Lily,13-05-1939,+98965737270,Lily.Kiyoshi@gmail.com,658000,4505898,200055.4
109119920801266,Nadia,Maurene,30-10-1977,0477462989,Maurene.Nadia@gmail.com,55722,3466046,468068.8
226116264489815,Manolo,Carmela,04-01-1930,+82680041986,Carmela.Manolo@gmail.com,749219,9996148,635124.1
169111336473951,Alice,Gilda,20-10-1950,+83314780010,Gilda.Alice@gmail.com,496425,2823852,869222.5
223015222216656,Jacobah,Amelia,24-08-1960,+74751734435,Amelia.Jacobah@gmail.com,598267,8634806,843638.4
101108336875954,Mintz,Ninnetta,19-09-1912,0691281151,Ninnetta.Mintz@gmail.com,666240,2911821,65953.7
257093648884473,Duwalt,Ira,03-09-1937,0212624216,Ira.Duwalt@gmail.com,211386,8562709,248879.8
272102889287866,Anselmi,Karolina,06-12-1913,0469784184,Karolina.Anselmi@gmail.com,73469,2735293,889085.7
291060325416091,Chrystel,Ekaterina,07-09-1951,0364267348,Ekaterina.Chrystel@gmail.com,731591,2491620,394456.7
212119205267037,Odysseus,Cindelyn,26-10-1928,+20248258624,Cindelyn.Odysseus@gmail.com,325087,3328385,797459.8
135117029233328,Cullin,Elie,06-06-1933,+82610554978,Elie.Cullin@gmail.com,765624,2619147,481152.3
198115900709648,Fadiman,Sadie,30-12-1960,0289325742,Sadie.Fadiman@gmail.com,29020,2472503,847321.2
115103663461120,Odysseus,Sam,11-01-1929,+88558899261,Sam.Odysseus@gmail.com,610671,3494829,4183.9
173019454525224,Merriott,Letizia,30-06-1933,+88499664245,Letizia.Merriott@gmail.com,111478,9918863,637755.4
122090338844317,Christal,Karena,16-04-1959,+98581431699,Karena.Christal@gmail.com,588996,9213680,352861.1
